permitnumber,permittype,permitdescription,typeofwork,approvedscopeofwork,status,commercialorresidential,address,zip,council_district,contractorname,contractoraddress1,contractorcity,contractorstate,contractorzip,opa_owner,permitissuedate,matched_trades
MP-2026-004051,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"INSTALLATION OF HVAC SYSTEM FOR MAINTENANCE AND STORAGE FACILITY (BUILDING 'A') SERVING AN EXISTING ACTIVE RECREATIONAL FACILITY (GOLF COURSE) AS PER APPROVED PLANS.
",Issued,Commercial,7400 LANSDOWNE AVE,19151,4,WEST CHESTER MECHANICAL CONTRACTORS INC,"WEST CHESTER MECHANICAL CONTRACTORS INC
20 McDonald Blvd.
Suite 3
Aston, PA  19014
USA",,,,"CITY OF PHILA, PHILA GOLF CLUB",2026-09-16T04:00:00Z,hvac;new_construction
MP-2026-004929,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS AND IN ACCORDANCE WITH 2021 IMC. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. ",Issued,Commercial,1650 MARKET ST,19103-7301,5,DWD MECHANICAL CONTRACTOR INC,"DWD MECHANICAL CONTRACTOR INC
1005 Kedron Ave
Morton, PA  19070
USA",,,,PHILA LIBERTY PLA E LP,2026-09-16T04:00:00Z,hvac
MP-2026-005117,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

MULTI FAMILY - EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES.

Install two new HVAC systems (one for each dwelling), ductwork, and 12 total diffusers.",Issued,Residential,642 N 55TH ST,19131-4237,4,Najee Goode,"Najee Goode
2204 N Van Pelt St
Philadelphia , PA  19132
USA",,,,NVEST 365 LLC,2026-09-16T04:00:00Z,hvac
MP-2026-005218,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install new 92% 40K BTU gas furnace, 2 ton AC, ductwork, and 6 diffusers",Issued,Residential,825 PIERCE ST,19148-1631,1,Terra Group Inc,"Terra Group Inc
2626 E CAMBRIA ST
PHILADELPHIA, PA  19134
USA",,,,BSK HOME PROPERTIES INC,2026-09-16T04:00:00Z,hvac
MP-2026-005007,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace and AC only, in like and kind, no new ductwork",Issued,Residential,4443 N CLEVELAND ST,19140-1021,8,Kenyatta Steward,"Kenyatta Steward
1393 GWYNEDALE WAY
LANSDALE, PA  19446
USA",,,,GANDY NELISA,2026-09-16T04:00:00Z,hvac
MP-2026-004915,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing furnace and AC only, in like and kind, no new ductwork",Issued,Residential,1904 E HAZZARD ST,19125-1306,1,NGUYEN VAN TRAN,"NGUYEN VAN TRAN
HVAC CENTRAL LLC
2014 CEMETERY AVE
PHILADELPHIA, PA  19142
USA",,,,VOONG LINDA,2026-09-16T04:00:00Z,hvac
MP-2026-005345,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

Installing 2.5 ton heat pump and air handler, with 5kw heat kit and 10 reg./diff.",Issued,Residential,1380 E HAINES ST,19138-1910,8,B8 Construction LLC,"B8 Construction LLC
249 Barclay Circle
Cheltenham, PA  19012
USA",,,,WEBB CANDIDA,2026-09-16T04:00:00Z,hvac
MP-2026-005355,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install  2 mini splits. NO NEW DUCTWORK IS PART OF THIS PERMIT, APPLIANCE REPLACEMENT LIKE IN KIND ONLY.
",Issued,Residential,941 N 48TH ST,19131-5205,3,JUSTIN SMITH,"JUSTIN SMITH
1409 Marlton Pike
Suite 263
Cherry Hill, NJ  08034
USA",,,,MAZE SOLUTIONS REALTY LLC,2026-09-16T04:00:00Z,hvac
PP-2026-012580,Plumbing,Plumbing Permit,New Construction or Additions,Installation of ductile iron domestic service to existing building as specified in plans. Installation of on site stormwater up to 5 feet from foundation wall of buildings. All work to be installed in compliance with 2021 PPC and approved plans.,Issued,Commercial,1601-35 E WALNUT LN,19138-1632,9,JOHN J DOUGHERTY & SON INC,"JOHN J DOUGHERTY & SON INC
10 Nealy Blvd
Trainer, PA  19061
USA",,,,"CITY OF PHILA, SKATING RINK& FIELD HOUSE",2026-09-15T04:00:00Z,hvac;new_construction
EP-2026-008795,Electrical,Electrical Permit,Addition and/or Alteration,"Install one (1) 225-amp subpanel to supply power to the STEM lab, broadcast room, and podcast room. Provide electrical wiring for lighting fixtures, lighting controls, receptacle outlets, and telecommunications systems serving televisions, computers, data, and telephone equipment.  Install branch circuits to supply power to electrical devices and HVAC equipment.

All work shall be performed in accordance with the 2020 NEC and the approved plans.    (No fire alarm system included in the scope of work)",Issued,Commercial,1601-35 E WALNUT LN,19138-1632,9,EMMS ELECTRIC INC,"EMMS ELECTRIC INC
303 Big Road
Zieglersville, PA  19492
USA",,,,"CITY OF PHILA, SKATING RINK& FIELD HOUSE",2026-09-15T04:00:00Z,hvac
MP-2025-006681,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,INSTALLATION OF HVAC SYSTEM FOR A THREE-FAMILY DWELLING IN AN EXISTING BUILDING AS PER APPROVED PLANS. *2018 IMC REVIEW*,Issued,Commercial,539 JACKSON ST,19148-5719,1,Bedri Allaraj,"Bedri Allaraj
15151 Kovats Dr. 
Philadelphia, PA  19116
USA",,,,3401 SKY PROPERTIES LLC,2026-09-15T04:00:00Z,hvac
MP-2026-005128,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

60K BTU 95% furnace, 2 ton AC, ductwork, and 16 diffusers",Issued,Residential,316 TITAN ST,19147-5219,1,Sanks Mechanical,"Sanks Mechanical
13451 Damar Dr
Suite Jk
Philadelphia, PA  19116
USA",,,,AMA INVESTMENTS LLC,2026-09-15T04:00:00Z,hvac
MP-2026-005217,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

92% 40K BTU furnace, 2 ton AC, ductwork, and 8 diffusers",Issued,Residential,820 PIERCE ST,19148-1632,1,Terra Group Inc,"Terra Group Inc
2626 E CAMBRIA ST
PHILADELPHIA, PA  19134
USA",,,,GT RENTALS LLC,2026-09-15T04:00:00Z,hvac
MP-2026-002652,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ",Issued,Commercial,1511 GREEN ST,19130-4005,5,Aubri Construction LLC,"Aubri Construction LLC
1548 S Opal street 
Philadelphia , PA  19146
USA",,,,1511 GREEN STREET LLC,2026-09-15T04:00:00Z,hvac
MP-2026-005152,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

3 ton heat pump, air handler, ductwork, and 13 diffusers ",Issued,Residential,873 N 22ND ST,19130-1432,5,SUN GENERAL CONSTRUCTION LLC,"SUN GENERAL CONSTRUCTION LLC
547 MOORE STREET
PHILADELPHIA, PA  19148
USA",,,,ROMAN KOS & ANNA KOS,2026-09-15T04:00:00Z,hvac
EP-2026-008281,Electrical,Electrical Permit,Addition and/or Alteration,"New lighting, lighting controls, wiring devices, HVAC equipment connections and communication outlet provisions.
***NO FIRE ALARM WORK ON THIS PERMIT***",Issued,Commercial,2001 MARKET ST,19103-7044,5,GOLDSMITH ASSOCIATES INC,"GOLDSMITH ASSOCIATES INC
15 PICKWICK DR
MARLTON, NJ  08053
USA",,,,PHILA PLAZA PHAZE II,2026-09-15T04:00:00Z,hvac
MP-2026-004709,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. ",Amendment Application Incomplete,Commercial,956 E ERIE AVE,19134-1210,7,Bob Schueller & Sons Inc,"Bob Schueller & Sons Inc
2115 MARYLAND AVE
BENSALEM, PA  19020
USA",,,,W CSV ERIE OWNER IX LLC,2026-09-15T04:00:00Z,hvac
MP-2026-003966,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. **IMC 2021**",Issued,Commercial,1101 CATHARINE ST,19147-2697,2,FRED DINARDO JR,"FRED DINARDO JR
2516 S. CHADWICK ST
PHILADELPHIA, PA  19145
USA",,,,1101 CATHARINE LLC,2026-09-15T04:00:00Z,hvac
MP-2026-005106,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,FOR THE RELOCATION OF GRDs AND ASSOCIATED DUCTWORK AS PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. SEE CP-2026-004513 FOR ASSOCIATED BUILDING PERMIT.,Issued,Commercial,1600-22 MARKET ST,19103-7240,5,HUNTER MECHANICAL INC,"HUNTER MECHANICAL INC
1525 MCDANIEL DRIVE
WEST CHESTER, PA  19380
USA",,,,AREP 1600 MARKET STREET L,2026-09-15T04:00:00Z,hvac
EP-2026-007200,Electrical,Electrical Permit,Addition and/or Alteration,"installation of lighting fixtures, switches, exit signs, emergency lighting, telecommunication wiring and receptacles outlets to a commercial space.   Install branch circuits to supply power to appliances and HVAC equipment.   All work to be perform according to the 2020 NEC and per approved plans. ",Issued,Commercial,824 N 2ND ST,19123-3010,1,FRED DINARDO JR,"FRED DINARDO JR
2516 S. CHADWICK ST
PHILADELPHIA, PA  19145
USA",,,,820 N 2ND REALTY PARTNERS L.P.,2026-09-15T04:00:00Z,hvac;commercial_fitout
MP-2026-005246,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing boiler only, in like and kind, using existing piping/ ductwork in the basement
",Completed,Residential,3243 UNRUH AVE,19149-2626,6,"Red Line Construction, LLC","Red Line Construction, LLC
25 S Main St
46
Yardley, PA  19067
USA",,,,"HILL DEBBIE D, HILL SPENCER A",2026-09-15T04:00:00Z,hvac
MP-2026-005292,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. ",Issued,Residential,1918 E LEHIGH AVE,19125-1114,1,Refail Tota,"Refail Tota
2700 Ash Street 
Philadelphia , PA  19137
USA",,,,"LOUIS J GERNER, ANNA M",2026-09-15T04:00:00Z,hvac
MP-2026-004603,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF FIVE (5) TYPE 1 COMMERCIAL KITCHEN HOODS (8'-0"") AND ASSOCIATED DUCTWORK, FANS AS PER APPROVED PLANS. SEPARATE PERMITS REQUIRED FOR ELECTRICAL AND FIRE SUPPRESSION WORK.  **IMC 2018** ",Issued,Commercial,2104-06 MARKET ST,19103-3103,5,SUN GENERAL CONSTRUCTION LLC,"SUN GENERAL CONSTRUCTION LLC
547 MOORE STREET
PHILADELPHIA, PA  19148
USA",,,,2100 MARKET LP,2026-09-15T04:00:00Z,hvac;kitchen_bath;commercial_fitout
MP-2026-005212,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT.  NO PENETRATIONS OF RATED ASSEMBLIES.

Replace (2) existing boilers only, in like and kind, connecting to existing radiators. No new piping/ ductwork.",Issued,Residential,38 S MILLICK ST,19139-3032,3,SILVERBACK RENOVATIONS INC,"SILVERBACK RENOVATIONS INC
825 ELSINORE PL
CHESTER, PA  19013
USA",,,,KAEL PROPERTY SOLUTIONS LLC,2026-09-15T04:00:00Z,hvac
MP-2026-004760,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,FOR THE INSTALLATION OF APPLIANCES NOT CONNECTED VIA DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS AND PER 2021 IMC. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. ,Issued,Commercial,2418 W THOMPSON ST,19121-4847,5,LATINI PROPERTY SERVICES INC,"LATINI PROPERTY SERVICES INC
4607 WINGATE ST
PHILADELPHIA, PA  19136
USA",,,,BAUS RICHARD,2026-09-15T04:00:00Z,hvac
MP-2026-005009,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,FOR DUCT WORK REPLACEMENT. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK.  ,Issued,Commercial,20-22 N 3RD ST,19106-2118,1,ANGEL HEATING & COOLING INC,"ANGEL HEATING & COOLING INC
386 Lawrence Rd
Huntingdon Valley, PA  19006
USA",,,,20 NORTH 3RD STREET LIMIT,2026-09-14T04:00:00Z,hvac
MP-2026-004791,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations," EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

80K BTU gas furnace 92% high efficiency, 3 ton AC condenser, ductwork repair, added 5 diffusers 
1 return on first floor, 1 return on second floor ",Issued,Residential,1404 E SUSQUEHANNA AVE,19125-2826,5,ALEX20 HEATING AND COOLING LLC,"ALEX20 HEATING AND COOLING LLC
9314 LANSFORD ST
PHILADELPHIA, PA  19114
USA",,,,"ALKASMI DANY MAJED, MEEKS ALYSSA BLAKE",2026-09-14T04:00:00Z,hvac
MP-2026-005274,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

Mechanical / Fuel Gas Permit for combo RP-2026-010272

Two 75k BTU furnaces, two condensers, 14 reg./diff.",Issued,Residential,2307 N 50TH ST,19131-2455,4,GOOD DEAL REMODELING LLP,"GOOD DEAL REMODELING LLP
102 BRIDLE PATH LN
FEASTERVILLE, PA  19053
USA",,,,"HUGHES ALONZO, HUGHES LORRETTA",2026-09-14T04:00:00Z,hvac
MP-2026-004949,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR INSTALLATION OF HVAC APPLIANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.",Issued,Commercial,2327-83 COTTMAN AVE,19149-1002,6,Bob Schueller & Sons Inc,"Bob Schueller & Sons Inc
2115 MARYLAND AVE
BENSALEM, PA  19020
USA",,,,CENTRO NP ROOSEVELT MALL OWNER LLC,2026-09-14T04:00:00Z,hvac
MP-2026-004833,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF HVAC APPLIANCES, GRDs, BATHROOM AND CLOTHES DRYER EXHAUSTS, AND ASSOCIATED DUCTWORK THROUGHOUT A FOUR (4) FAMILY DWELLING. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. SEE CP-2023-006653 FOR ASSOCIATED BUILDING PERMIT.",Issued,Commercial,4211 OTTER ST,19104-1216,3,AIRPHIL HVAC LLC,"AIRPHIL HVAC LLC
4424 SPRUCE AVENUE
FEASTERVILLE, PA  19053
USA",,,,HABANA ACQUISTION CORP,2026-09-14T04:00:00Z,hvac;kitchen_bath;new_construction
MP-2026-004154,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF HVAC APPLIANCES, EQUIPMENT, DUCTWORK AND REGISTERS/DIFFUSERS PER APPROVED PLANS AND MANUFACTURER'S SPECIFICATIONS.  *2021 IMC REVIEW*",Issued,Commercial,2320-34 CECIL B MOORE AVE,19121-2927,5,DEVINE BROTHERS INC.,"DEVINE BROTHERS INC.
600 Clark Avenue 
Suite 2
King of Prussia, PA  19406
USA",,,,CITY OF PHILA,2026-09-14T04:00:00Z,hvac
EP-2026-007620,Electrical,Electrical Permit,Addition and/or Alteration,"Provide an interior electrical fit-out for a women's club tenant space on the third floor. Install lighting fixtures, lighting controls, exit signs, and emergency lighting.     Install branch circuits to supply power to receptacle outlets, appliances, and HVAC equipment, 

All work shall be performed in accordance with the 2020 NEC and the approved plans.

",Issued,Commercial,1616 LATIMER ST,19103-6308,2,Hoyer Electrical Contractors Inc,"Hoyer Electrical Contractors Inc
2261 CORSON LN
PLYMOUTH MEETING , PA  19462
USA",,,,"COSMOPOLITAN CLUB OF, PHILA INC",2026-09-14T04:00:00Z,hvac;commercial_fitout
MP-2026-005021,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. 

60K BTU gas furnace 92% high efficiency, 2.5 ton AC condenser, 8 diffusers, 1 main air return",Issued,Residential,1184 UNITY ST,19124-3105,7,ALEX20 HEATING AND COOLING LLC,"ALEX20 HEATING AND COOLING LLC
9314 LANSFORD ST
PHILADELPHIA, PA  19114
USA",,,,"CHARLES SAULIN, MARY E",2026-09-14T04:00:00Z,hvac
MP-2026-004675,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace the existing heat pump, air handler, and coil only, in like and kind, existing ductwork will remain. No new ductwork.",Issued,Residential,2128 SAINT JAMES ST,19103-4805,2,Ace Hardware Home Services,"Ace Hardware Home Services
780 5th Avenue
Suite 140
King of Prussia, PA  19406
USA",,,,"WOOD ANDREW, RAKSANY DEBORAH",2026-09-14T04:00:00Z,hvac
MP-2026-005150,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Replace existing air handler and condenser only, in like and kind, no new ductwork",Issued,Residential,3418 HAMILTON ST,19104-2064,3,H & H HEATING AND AIR CONDITIONING INC,"H & H HEATING AND AIR CONDITIONING INC
3 INDUSTRIAL HWY
ESSINGTON, PA  19029
USA",,,,"CULHANE JOHN G, GIRASOLE DAVID",2026-09-14T04:00:00Z,hvac
MP-2026-002995,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF TWO (2) TYPE 1 COMMERCIAL KITCHEN EXHAUST HOODS WITH ASSOCIATED EXHAUST FANS, MAKEUP AIR SYSTEMS, AND DUCTWORK. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2018 IMC AND MANUFACTURER SPECIFICATIONS. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK.",Issued,Commercial,161 W GIRARD AVE,19123-1619,5,TER-PRO LLC,"TER-PRO LLC
73330 TULIP STREET
PHILADELPHIA, PA  19136
USA",,,,"SAIDI MIRWAIS, SAIDI SHARARA",2026-09-14T04:00:00Z,hvac;kitchen_bath;commercial_fitout
MP-2026-004267,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. THIS APPLICATION WAS REVIEWED UNDER THE 2021 IMC",Issued,Residential,3523 KENSINGTON AVE,19134-1529,6,Bob Schueller & Sons Inc,"Bob Schueller & Sons Inc
2115 MARYLAND AVE
BENSALEM, PA  19020
USA",,,,KCT PROPERTIES III LLC,2026-09-14T04:00:00Z,hvac
MP-2026-004702,Mechanical,Mechanical / Fuel Gas Permit,New Construction,"FOR THE INSTALLATION OF HVAC APPLIANCES, GRDs, EXHAUSTS, AND ASSOCIATED DUCTWORK. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC AND APPLIANCE MANUFACTURER SPECIFICATIONS. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. SEE CP-2026-004294 FOR ASSOCIATED BUILDING PERMIT.",Issued,Commercial,1601-35 E WALNUT LN,19138-1632,9,"Mechanical Resource Contractors, LLC","Mechanical Resource Contractors, LLC
1 Galleria Blvd., Ste 825
tax@enfrasolutions.com
Metairie, LA  70001
USA",,,,"CITY OF PHILA, SKATING RINK& FIELD HOUSE",2026-09-14T04:00:00Z,hvac;new_construction
MP-2026-004751,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"**2021 IMC REVIEW**
FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.
",Issued,Commercial,1122-30 PINE ST,19107-6036,1,Innovative Comfort Solutions LLC,"Innovative Comfort Solutions LLC
751 Sawyer Rd
Marietta, GA  30062
USA",,,,WASHINGTON SQUARE WEST PR,2026-09-14T04:00:00Z,hvac
MP-2026-004748,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"TO REPLACE EXISTING HVAC SYSTEMS IN KIND, FOR THE INSTALLATION OF APPLIANCES WITH ASSOCIATED DUCTWORK AND INSTALLATION OF APPLIANCES NOT CONNECTED VIA DUCTWORK AND OTHER ASSOCIATED MECHANICAL WORK PER APPROVED PLANS AND IN ACCORDANCE WITH 2021 IMC. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER'S SPECIFICATIONS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK. ",Issued,Commercial,233 S 13TH ST,19107-5640,1,Innovative Comfort Solutions LLC,"Innovative Comfort Solutions LLC
751 Sawyer Rd
Marietta, GA  30062
USA",,,,WASHINGTON SQUARE WEST PR,2026-09-14T04:00:00Z,hvac
MP-2026-004924,Mechanical,Mechanical / Fuel Gas Permit,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

Install 36k BTU AC system with 96% 80k BTU Gas furnace. 9 supply diffusers and 4 return diffusers. This will condition second and third story.
Install 24k BTU AC system with 96% 60k BTU Gas Furnace. 8 supply diffusers and 2 return diffusers. This will condition first story",Issued,Residential,1013 S 49TH ST,19143-3433,3,WILLIAM  MURPHY,"WILLIAM  MURPHY
9235 WESLEYAN RD
PHILADELPHIA, PA  19114
USA",,,,TMT PROPERTY INVESTMENT LLC,2026-09-13T04:00:00Z,hvac
